239.5395,227.7559375,206.7683125,198.7499375,176.760375,185.2430625,178.452375,166.0096875,141.5121875,168.39575,174.8634375,170.6810625,141.2613125,140.061,147.2194375,164.0771875,165.48,204.478125,198.40875,226.206875,248.7075625,300.157125,280.16425,311.3515625,315.2473125,329.4383125,342.0591875,329.7400625,336.1393125,357.305,373.1366875,382.288875,369.88425,351.7205,329.855375,300.928625,292.1530625,299.0571875,303.9665,301.4419375,253.7679375,255.71075,214.08825,152.300625,71.0265625,31.09404375
239.5395,228.0609444,206.29,198.5956111,177.9629444,185.5790556,178.7543889,166.5241667,142.2233889,168.6418889,174.6486111,172.5426667,142.8194444,144.2099444,149.4103333,167.4756111,169.1717222,209.4975556,203.3275,228.6628333,252.0395,299.1425,283.9728333,311.5007778,314.2728333,331.7255556,341.8937222,330.5930556,336.475,355.7152222,370.9920556,380.617,370.6518889,350.7307222,328.1785,302.8933333,291.1203333,294.8413333,300.3863889,300.9074444,253.9267222,255.3803333,211.4011667,150.8614444,69.58144444,30.20937778
239.5395,227.85435,207.18945,198.0509,177.5512,183.5529,179.2286,166.14035,142.4143,169.5489,175.19495,172.40695,142.97915,145.46915,153.177,171.9142,173.15315,214.27175,210.8695,231.9933,252.46845,298.98385,282.8905,310.19265,314.67955,331.67385,344.05665,333.32855,337.416,356.734,370.64865,379.8046,370.78935,349.08965,327.7702,301.8367,287.47565,294.7542,296.03505,293.43575,250.23595,254.66345,208.95745,149.46875,68.4659,29.721535
239.5395,227.4133636,207.1383182,198.9101818,177.4362727,182.6844091,179.1319091,166.5452273,143.5684091,169.2185455,174.546,175.0884091,144.099,146.5648636,152.9471818,174.1618636,179.0172273,218.9307727,215.5533636,232.134,255.4794545,297.4038636,282.7279545,310.0365455,315.4792727,330.9436364,347.0164545,337.0563182,339.3525455,355.7568636,368.6259091,377.7669545,368.0579091,347.6384091,326.465,301.2140455,284.7429091,293.6797727,291.2025455,289.1967273,247.7150455,253.8928182,205.501,145.8396364,67.66854545,29.21797727
239.5395,227.7557083,206.759,198.6734167,177.3052917,182.387875,178.9226667,166.5290833,145.617375,169.10975,172.9397917,175.42125,145.907625,148.82275,156.7799167,175.8667917,183.5177917,220.6117917,218.6532917,235.5892083,258.371875,299.7969167,282.4803333,310.2794167,315.912625,332.36825,349.0985417,338.3350833,339.1652083,353.4869583,367.0204583,374.47175,367.6346667,346.3897083,324.3851667,299.9107083,282.4573333,290.9551667,288.7364583,285.6155833,245.9466667,252.8037917,204.2831667,143.8422083,68.07020833,28.178925
239.5395,227.8867692,206.3722308,198.2302692,177.0008846,182.4184231,177.5668077,167.9324615,146.7090385,170.3977308,172.2738846,178.2175,147.4605385,150.4096154,159.9436923,179.2210385,190.3473846,224.3680385,222.3105385,235.8858846,259.0996538,299.9620769,280.8192308,306.7828462,314.7554231,333.0431538,348.7468462,337.7719615,338.4758846,352.8913846,367.0827308,374.5065769,366.2078846,344.0253846,321.4618077,296.9382692,279.1262692,286.7686538,286.5841538,280.0021923,242.2883077,250.1635385,199.2911538,140.7757692,66.94138462,27.30736538
239.5395,229.2959643,206.8495,197.5749286,177.22375,182.1032857,177.4005,167.7452857,148.4171429,171.0695,171.7247143,178.72,148.8464643,151.3944643,162.1998214,180.6766071,192.6999643,226.7300714,226.1077857,237.2796429,261.26575,297.42525,280.2221786,306.2556071,313.8794643,334.9128214,349.0856786,340.5276429,339.8830357,352.5490714,367.3883214,371.61525,365.5272143,344.1874643,320.8933929,294.6132857,276.1418214,283.12425,281.7086429,274.36425,240.1607857,246.3281786,195.8775714,138.6871786,64.68953571,27.01102143
239.5395,229.3303333,206.2770333,198.3211,175.466,182.4984333,177.6167,168.0933667,150.3823333,171.5743,172.6101333,178.0270667,150.7196,152.8736,165.9849,182.3872,196.6145333,228.4052667,226.8891,238.5081667,260.5260333,297.6495667,279.0014,304.6152667,312.0751,334.1689333,347.8173667,339.5594667,339.8304667,351.2801667,366.3004333,370.3484,363.665,341.1327667,317.6489,290.5328667,272.8385333,278.7344,276.4533333,269.1198667,236.1644333,241.4564,191.6527333,136.7772,65.48336667,26.56914667
239.5395,229.3589688,206.1321562,197.790375,176.1868125,182.7984375,177.663,168.6964062,152.59075,172.3404688,171.859625,177.2160938,152.3620625,155.1452188,167.30075,183.062875,198.8858437,228.7724688,226.7140625,238.3822813,260.9119062,294.533375,277.9747187,302.5416563,309.618375,332.5222188,346.8001875,339.7441875,338.7165625,350.3049063,364.3180938,368.1237813,360.8979063,337.9319688,315.2019063,290.7105625,270.528625,274.86525,272.8450938,265.21625,235.3704688,239.1591563,189.7496875,132.1814375,63.27851563,26.5620125
239.5395,229.5875937,206.5404375,198.2025938,175.2180312,181.1019062,177.2718125,168.6991875,155.0919687,173.2800938,171.3627188,176.1709688,153.8206563,157.1304375,172.3543125,185.351875,205.6017813,232.72175,232.5778437,240.5883125,263.269125,294.36175,275.66925,300.9329688,310.5968438,331.1785937,348.9097813,340.794375,337.8375,349.5240625,363.0201562,365.0397813,358.6940625,335.6880938,313.213375,287.015,265.2379063,271.6617188,267.969125,258.3594687,229.8355625,235.323375,185.1587188,128.3373438,61.62914063,26.26147813
