18.26304375,18.92623125,20.08310625,21.09480625,22.448675,22.98256875,24.4915875,25.73091875,26.5601875,28.11305625,28.94411875,30.2448,31.403275,32.7201375,33.11345,35.5253875,35.75381875,36.8385125,36.6921,35.80115,37.2374875,35.48081875,38.7846,37.8484125,39.50908125,37.54401875,38.41185,35.52025,36.92951875,35.5155,36.50160625,35.93958125,35.37776875,34.9965625,32.84339375,32.74361875,31.4530125,30.5431125,29.306425,28.03023125,26.5276625,25.4579625,24.4306375,23.26078125,21.9464875,21.27899375,19.86509375,19.1528125,18.4302125
18.33194444,18.84276667,20.0406,21.27165556,22.41357778,22.89401667,24.35843333,25.53545,26.49076111,27.99999444,28.87587222,30.16765,31.17597222,32.63385556,33.03072778,35.19162222,35.57311111,36.52628333,36.77836111,35.55225556,37.26612222,35.30570556,38.92821667,37.60840556,39.35908889,37.57155556,38.31697778,35.40428333,37.08105556,35.31148889,36.27315,35.59963889,35.10251667,34.78658333,32.73403333,32.78186111,31.48133889,30.28182222,29.23257222,28.01155556,26.37905,25.55438889,24.52354444,23.10377222,21.85936111,21.17157222,19.90638333,19.14849444,18.43419444
18.39446,18.90536,20.120275,21.105865,22.428385,22.87248,24.405015,25.561015,26.610835,28.07057,28.956715,30.100785,31.331505,32.48736,33.061225,35.164205,35.67759,36.47517,36.676495,35.59595,36.933335,35.192675,38.906135,37.5415,39.36029,37.729325,38.29034,35.322315,37.15098,35.148665,36.151925,35.641655,35.195215,34.806655,32.64492,32.713725,31.368355,30.29014,29.055085,28.013975,26.39426,25.58259,24.487115,23.295685,21.980775,21.14384,19.826985,19.068425,18.407385
18.44461364,18.93743636,20.02588636,21.06128182,22.45027273,22.89882273,24.26407727,25.65983636,26.63039091,27.97853636,29.00890455,30.30418182,31.36474091,32.32098636,32.98561364,35.09282273,35.40943636,36.27523182,36.48613182,35.36025,37.00046364,35.01112727,38.80881364,37.46105455,39.27885,37.38096818,38.16617273,35.35914545,36.97092727,35.09892727,36.05344545,35.60518182,35.16543636,34.70142273,32.59492273,32.6793,31.31002727,30.08725455,29.17996818,28.05184091,26.59575909,25.52140455,24.36217273,23.23441818,21.91581818,21.09428182,19.69266818,19.07820909,18.3434
18.34625,18.89414167,19.9709,21.1267625,22.40119583,23.00105417,24.20885,25.51527083,26.52965833,27.91290417,28.92985,30.08849583,31.43266667,32.35572083,32.68812083,35.17611667,35.46714167,36.22485833,36.57122917,35.50569167,36.8563375,35.2078,38.6223875,37.54614167,39.34315833,37.30829167,38.2694125,35.22570417,37.10933333,35.197775,36.27787083,35.61409583,35.2566,34.7972375,32.34099167,32.594075,31.28075,29.98806667,29.15030417,27.97990417,26.49355833,25.6268125,24.34424167,23.20579167,21.90255833,21.10080833,19.7929375,19.08794167,18.384125
18.42825,18.88554615,19.93211154,21.16442308,22.21143846,23.03295769,24.15630769,25.52497308,26.4425,27.89323077,28.88223077,30.08862308,31.28962308,32.26498077,32.84247692,35.13458077,35.29854231,36.04700769,36.49580769,35.29143846,36.80378846,35.09437692,38.87401923,37.42472308,39.32706154,37.42965,38.23152692,35.30084615,36.82803077,34.98858077,36.15105385,35.45965769,35.17771154,34.61568462,32.33222692,32.53767692,31.20805385,30.09588077,29.21918077,27.9788,26.53943077,25.59263846,24.39843846,23.20719615,21.95627692,20.99551154,19.88199615,19.01167308,18.37848462
18.45271786,18.8089,19.95451786,21.16718214,22.27116429,22.99171071,24.13446429,25.52878571,26.41796429,27.81429643,28.92886429,29.95073571,31.39128929,32.3637,32.67545357,35.10531429,35.25107143,36.11143929,36.58903929,35.17746429,36.72545714,35.15208929,38.67070714,37.451075,39.3754,37.38379643,38.21347857,35.48921071,36.94348929,35.04972857,36.192875,35.47906786,35.10469286,34.68821429,32.26947857,32.58550714,31.21175714,29.98980714,29.15234286,27.96062143,26.56269286,25.56661786,24.43070357,23.16105,21.96911786,21.02090357,19.80359643,18.92848214,18.38008929
18.39538,18.84433333,19.99747,21.15048333,22.22266333,22.98718,24.13257,25.49141333,26.37081333,27.76280333,28.77138,29.93276667,31.32921667,32.34013,32.88475667,35.02402667,35.20505333,35.98919667,36.54886667,35.04831667,36.74989667,34.98637,38.61374667,37.26669667,39.12628,37.19903667,38.0583,35.41903,36.81129667,35.14351333,36.15876667,35.49808333,35.20397667,34.67596,32.31376,32.50809667,31.29313333,29.98234333,29.13519667,27.97180667,26.68542333,25.58319667,24.42401,23.20290667,21.9357,21.01348667,19.77183667,18.91985,18.26347333
18.44737813,18.80768438,19.98074062,21.18072813,22.37966562,23.00526563,24.10541875,25.44493125,26.49644063,27.7403,28.83724687,29.92153125,31.357625,32.33025625,32.86782812,34.96359375,35.22473125,35.8526625,36.62028438,35.141575,36.79881563,35.01145,38.61100938,37.2017625,39.271575,37.44004063,38.18200938,35.63845312,36.95438438,35.20380938,36.15437188,35.555425,35.03508125,34.6103375,32.35358125,32.55130313,31.24516563,29.89648438,29.03890938,27.90347813,26.63649062,25.571075,24.43569375,23.1524625,22.02624375,21.01544063,19.80005312,18.96130313,18.2486125
18.49927188,18.86723438,19.97433125,21.05170938,22.3675875,23.02205,24.07598437,25.44113437,26.482875,27.74310625,28.83185,29.9211125,31.4063375,32.2593625,32.89834687,34.94149062,35.23393125,35.83484688,36.47494063,35.16030625,36.5957375,34.80935,38.45920625,37.07079688,39.26582813,37.34979688,38.10951875,35.53268438,36.90949063,35.11057813,36.17349688,35.53574375,35.128175,34.66154688,32.35797188,32.56571562,31.23935937,29.96490625,29.0184375,27.90837188,26.62818438,25.60383125,24.4191,23.23467187,22.0295125,21.0308125,19.78673438,19.01708438,18.29354375
