431.6405,432.9704375,452.2845,491.4693125,515.07375,535.09625,560.38625,584.51,609.708125,632.243125,654.944375,660.879375,676.044375,688.585625,699.2375,722.336875,727.42,740.64125,760.986875,765.029375,781.924375,781.08875,791.19625,789.426875,795.53,796.004375,799.255625,809.04,815.26125,807.274375,818.469375,803.384375,816.241875,808.00875,804.003125,791.109375,798.838125,785.633125,787.769375,781.60125,772.976875,751.44125,753.6025,735.219375,721.51875,714.899375,686.7925,688.288125,673.86125,650.036875,641.841875,618.748125,601.68,588.715,558.798125,534.285625,511.2629375,479.877,457.84625,426.469625,428.315
431.6405,431.3445,448.6452222,489.9717778,515.9677778,536.49,561.4227778,584.7172222,608.8694444,631.0116667,653.4827778,661.42,674.5972222,684.5422222,696.9727778,721.5688889,728.6188889,739.7616667,759.3233333,767.5838889,778.59,780.9527778,793.3372222,789.8905556,793.5794444,795.17,796.4638889,809.3061111,813.8538889,806.3816667,817.4116667,802.02,811.8388889,805.4166667,799.8916667,788.4838889,798.8927778,781.7788889,784.6638889,779.3211111,768.4816667,751.2683333,752.1366667,734.4633333,719.4455556,713.9555556,689.3444444,683.6983333,671.8555556,654.3677778,641.5277778,619.3761111,603.6661111,591.81,555.3133333,537.8666667,512.2713333,481.2681111,459.4292778,426.8311667,428.315
431.6405,433.6933,452.7234,488.80955,514.186,537.7685,558.174,582.636,609.3835,630.9515,648.732,659.331,674.2555,686.8315,696.8285,720.1645,726.199,741.3465,759.882,763.501,778.852,781.0055,789.508,788.291,794.273,794.554,794.1545,805.4275,813.042,804.2835,822.8825,803.0585,811.751,803.3555,799.858,785.7855,796.8865,783.699,786.8885,781.135,771.909,752.3185,750.2095,729.8505,720.1145,712.083,689.277,681.9045,671.5465,651.1675,641.7725,620.366,605.5765,590.9895,557.301,535.335,513.83585,479.9352,454.74715,426.20625,428.315
431.6405,432.3562727,451.2829545,488.2379545,512.1315455,536.4531818,557.5445455,583.4359091,609.8081818,629.7404545,648.8627273,658.9581818,678.13,685.9809091,697.2086364,720.7009091,722.9704545,736.4995455,755.5186364,766.1622727,777.4059091,778.0168182,785.4281818,785.7668182,790.665,790.2731818,794.165,804.8663636,813.0413636,804.0809091,820.5131818,802.0686364,809.0454545,799.0659091,795.9472727,786.6754545,794.7581818,784.9263636,785.7290909,778.9854545,769.275,752.35,749.9745455,733.7627273,720.2245455,710.4418182,688.8095455,681.1677273,670.7940909,651.7613636,640.0486364,621.2118182,605.255,587.6527273,559.4222727,537.2731818,517.1612273,480.6636364,457.3757727,427.1701364,428.315
431.6405,431.3719583,450.5879167,488.111875,511.2364167,535.7858333,559.0175,582.0433333,607.5058333,629.2816667,646.6470833,656.21875,674.4120833,681.9291667,692.95875,717.75875,723.2666667,736.41375,754.3529167,764.2483333,777.9466667,776.2041667,786.9029167,785.3241667,790.9216667,791.8941667,795.4370833,802.39375,811.8125,803.41375,818.8975,800.36125,809.3904167,797.4179167,793.8133333,788.5875,790.80875,786.2825,786.5225,779.1891667,770.5695833,751.4695833,749.0995833,732.18625,716.77,710.1320833,687.1658333,679.1754167,670.7195833,651.57,638.1058333,621.1333333,603.2016667,588.7845833,563.4158333,534.96125,517.1302917,482.725125,455.4972917,427.7804167,428.315
431.6405,431.0643077,452.0242308,487.6131923,512.2878462,533.3465385,559.2373077,581.7661538,603.8503846,629.7753846,645.5134615,657.6323077,674.3734615,681.0680769,693.8996154,717.7334615,724.6030769,735.1096154,753.1453846,760.4369231,776.9034615,775.3138462,786.2526923,781.6461538,794.6219231,791.4876923,795.1157692,799.8546154,813.7207692,804.0180769,817.5838462,799.6788462,810.74,798.1307692,792.7942308,787.4326923,792.1107692,782.4338462,784.6857692,775.7969231,769.6484615,748.2088462,747.4530769,732.6776923,719.4096154,709.8796154,688.9453846,677.8646154,668.7780769,650.8342308,639.3438462,618.1146154,604.5296154,587.4392308,561.0369231,535.1326923,517.1010385,483.1792308,455.7876154,427.3079231,428.315
431.6405,430.8095,451.7344286,486.8155,511.0333214,534.3082143,559.8889286,582.4307143,605.1392857,626.8128571,647.1892857,657.2332143,671.9435714,680.8235714,693.5564286,717.825,723.0978571,734.6339286,751.0328571,758.27,775.3657143,775.1764286,783.4425,781.5221429,791.4285714,792.6867857,795.1592857,797.9942857,811.0535714,800.3632143,815.8146429,799.0389286,809.5071429,796.9757143,792.7346429,788.6821429,790.5632143,782.3960714,785.5025,775.4057143,770.8992857,747.6010714,747.0925,733.3417857,718.4460714,711.2439286,688.7960714,677.9310714,669.9339286,651.6835714,639.5567857,619.6264286,602.7035714,588.7907143,562.1210714,535.6542857,516.5738214,479.5236429,456.7703214,427.8176429,428.315
431.6405,429.9404333,452.0993667,486.5644333,511.3437667,534.8916667,559.779,584.3943333,605.8066667,630.7343333,644.64,655.9526667,671.7536667,682.6456667,695.434,714.3103333,721.3046667,736.3796667,752.109,756.5753333,777.4143333,774.344,785.825,781.4743333,791.5233333,790.5023333,795.261,796.6126667,809.5343333,799.5426667,817.1153333,798.6946667,809.7313333,796.951,793.4006667,786.1783333,789.0143333,780.6226667,784.8863333,776.1266667,768.8533333,746.2516667,748.163,730.4966667,718.6836667,709.6703333,688.4973333,676.5173333,668.3,653.4646667,639.987,618.6963333,603.789,588.5996667,561.8543333,537.1686667,518.0265667,480.9801333,456.3907333,427.5417333,428.315
431.6405,428.9385,451.9914062,485.1766563,508.8301875,535.829375,560.8865625,581.55,604.1609375,628.165,644.6384375,655.6646875,670.994375,679.7775,691.9471875,714.5409375,722.5946875,735.888125,751.728125,757.8503125,775.7621875,775.6715625,785.958125,782.5678125,791.149375,792.2171875,795.4390625,798.416875,809.384375,798.6284375,817.5725,798.505,808.50875,797.698125,793.1834375,787.570625,789.0509375,784.2003125,785.6465625,776.19625,769.5996875,747.6575,746.7871875,732.675625,719.4040625,710.8290625,689.433125,674.8771875,667.3971875,654.2575,640.498125,620.1771875,604.765625,588.23625,561.0484375,539.47625,516.1806563,479.7778125,456.5600312,428.187125,428.315
431.6405,430.3988125,454.6096562,483.764625,508.2955,535.5521875,558.4834375,582.021875,604.72,627.63375,641.61375,655.238125,672.75125,681.4409375,693.1346875,714.104375,722.13375,734.763125,750.9828125,755.6403125,775.224375,776.205625,783.4796875,781.594375,790.90125,790.626875,793.31,794.349375,808.7028125,798.28875,819.645,798.6821875,809.35625,794.9309375,792.696875,785.64875,787.370625,781.62125,785.58875,778.884375,772.7509375,746.4084375,747.1878125,731.589375,719.5875,708.7178125,688.5453125,674.0428125,667.0803125,652.685,638.731875,620.836875,604.59125,586.16875,562.5465625,539.083125,516.2535625,478.7889375,454.2680625,427.9791875,428.315
