16.3812,16.1913,15.93109375,16.5588875,17.29759375,18.47120625,18.9563375,20.9344375,21.510775,23.73600625,25.1887375,26.9529125,28.5046,30.07199375,32.006675,33.65206875,35.3535875,37.86195,39.758275,41.345075,43.76705625,44.9216,46.49055,48.08286875
16.3812,16.20681667,15.95361111,16.66596667,17.29355556,18.43945556,18.95429444,20.84954444,21.49932222,23.59213333,25.26833333,26.90538333,28.35745,29.97448889,32.05648333,33.74238333,35.37018889,37.73795,39.73398333,41.35902778,43.79081111,44.84658333,46.35247222,47.985033333333334
16.3812,16.30521,15.988215,16.594305,17.219175,18.421965,18.88936,20.87234,21.52299,23.486485,25.195635,26.88298,28.35227,29.958065,31.985325,33.73293,35.285275,37.857995,39.49004,41.296695,43.593805,44.900855,46.415585,47.99046
16.3812,16.36132273,15.95517273,16.56419091,17.29179091,18.3475,18.92942273,20.92990909,21.57716818,23.40050455,25.15280909,26.80249091,28.33611818,29.94297273,32.00519545,33.68174545,35.15077273,37.66459545,39.39063182,41.24968182,43.56217727,44.85849545,46.25771364,47.85824090909092
16.3812,16.44206667,15.96503333,16.47288333,17.23509167,18.2982,18.93546667,20.88270833,21.6405125,23.3616875,25.10183333,26.818825,28.33863333,29.85220417,31.9429125,33.58280833,35.01905833,37.59351667,39.208625,41.15218333,43.4903375,44.77012083,46.20186667,47.72538333333333
16.3812,16.47890769,16.03048462,16.45288462,17.14815769,18.36335769,19.00483846,20.71788462,21.62191923,23.27531538,25.10444231,26.81835769,28.28587692,29.90824231,31.85241923,33.58616923,35.03774615,37.57033846,39.28427308,41.0976,43.26770769,44.85609615,46.27928462,47.72509230769231
16.3812,16.56111786,16.02606429,16.47136786,17.20665357,18.39508929,18.98561071,20.79875714,21.63432857,23.30986429,25.10782857,26.77347143,28.28488214,29.96053571,31.89465714,33.678725,35.09225,37.52983929,39.33061786,41.05008571,43.28000714,44.73178214,46.24547857,47.734385714285715
16.3812,16.57150333,16.00586,16.44919667,17.20280333,18.33912333,19.00271,20.74559333,21.58553667,23.39679667,25.04618333,26.83695,28.18190667,30.08219333,31.88363333,33.6066,35.18701667,37.51897333,39.24694,41.09654667,43.16961,44.71698667,46.17531667,47.759879999999995
16.3812,16.5743875,15.95411563,16.38240313,17.2488625,18.3081875,18.9918125,20.75906875,21.60834062,23.3807625,25.11784375,26.69434375,28.1585375,29.9466875,31.83755313,33.66064688,35.2065625,37.62140625,39.33906875,41.09979688,43.13457813,44.80165312,46.20064687,47.772746875
16.3812,16.61601563,15.915175,16.2546875,17.21261563,18.311125,18.95316563,20.79685625,21.60183125,23.32689062,25.06893437,26.67151875,28.17450625,29.93000312,31.77085625,33.65376563,35.048175,37.5960875,39.23309688,41.07025938,42.94611563,44.75226875,46.20458437,47.67765937500002
16.3812,16.60687813,15.92593125,16.23999375,17.27244375,18.26615313,18.97294063,20.78876875,21.6996875,23.30119062,25.01255,26.60692188,28.08875,29.87960313,31.84614375,33.61405313,34.98892813,37.42919375,39.22810938,41.066,42.85801875,44.76680937,46.1108625,47.58793750000002
