135.230875,133.4235,131.4708125,130.93775,132.7040625,135.801375,141.1853125,146.532875,150.6463125,155.8565625,160.0781875,165.2861875,171.742875,177.174375,181.068875,185.210375,189.04275,195.3535625,202.380625,210.41775,218.4236875
134.1558333,132.5236111,130.3589444,130.3110556,131.9726667,135.0481111,141.0767222,145.8472222,150.5032778,155.5654444,159.4319444,164.6875,171.4368889,176.4009444,180.4606111,184.5794444,188.5441111,195.1079444,201.8375556,210.0005556,218.4921667
133.48185,131.714,129.75865,129.444,131.112,134.58405,140.22875,145.3018,150.01115,154.8235,158.97615,164.0517,170.84915,175.49565,179.60535,184.2503,188.14945,194.59885,201.31615,209.7185,218.6155
132.5254545,131.1610909,128.5382273,128.6635455,130.4061364,133.6558636,139.5364091,144.5207273,149.5592727,154.1785909,158.3286818,163.6784545,170.1486818,174.6752727,178.9347727,183.1411364,187.3850455,193.8427273,200.9307727,209.4359545,218.6757727
131.7749583,130.475375,128.221625,127.9138333,129.5909583,133.0478333,138.74725,143.781875,148.9492083,153.5849583,157.839875,163.2574167,169.3908333,173.9418333,178.0768333,182.1295417,186.61925,193.4777083,200.736625,209.2155417,218.450875
131.0607692,129.3577692,127.5538077,126.8751923,128.6598077,132.3603846,138.1995385,142.8740385,148.4863077,153.1055769,157.3027692,162.6361154,168.5181154,172.8584615,177.0585769,181.0419231,186.0728462,192.6652308,200.3558462,209.1258462,218.3591154
130.5711429,128.8095,127.0402143,126.3907857,128.1407143,131.9087857,137.4515714,142.4083571,147.7937143,152.7207857,156.7065357,162.5110357,167.8165714,172.0391786,176.2015357,180.4706429,185.49025,192.4368929,200.0813214,208.8215,218.5132143
129.9884333,128.0467,126.6479,125.8055667,127.5193,131.2349,136.6407,142.0233,147.0503,152.2379333,156.2253667,162.1330667,167.3192,171.2314,175.4781667,179.8335333,185.1473,191.7278333,199.5966667,208.5782333,218.4017333
129.69075,127.3698438,126.0280625,125.2145,126.5895,130.482,136.202375,141.5479063,146.5882813,151.6535,155.8159375,161.7522188,166.7654687,170.2940313,174.62725,179.1656875,184.7558438,191.374125,199.394125,208.4065313,218.435875
129.0156875,126.3446563,125.1850938,124.0775,125.5195625,129.4305937,134.941375,140.5003438,145.5236875,150.6679063,154.86375,161.0685,165.57925,169.0747813,173.4840938,178.2711875,184.1400938,190.4538438,198.77425,208.1666563,218.4087813
